,symptom,expected_disease,gpt-4o-mini,gemini-1.5-flash,gpt-4o-mini_accuracy1,gpt-4o-mini_accuracy2,gpt-4o-mini_accuracy_overall,gemini-1.5-flash_accuracy1,gemini-1.5-flash_accuracy2,gemini-1.5-flash_accuracy_overall
658,"I have chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain.",malaria,"1. influenza - [true]
2. gastroenteritis - [true]
3. malaria - [also_possible]
4. covid-19 - [also_possible]
5. dengue fever - [more_info]","1. influenza - [also_possible]
2. gastroenteritis - [also_possible]
3. typhoid fever - [more_info]
4. malaria - [more_info]
5. dengue fever - [more_info]

**note:**  the symptoms described are non-specific and could be indicative of many viral or bacterial infections.  further information, such as travel history, recent exposures, and the duration and severity of symptoms, is needed to narrow down the possibilities.  this is not a diagnosis and a medical professional should be consulted.
",0,0,1,0,0,1
659,"I have joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding.",hepatitis e,"1. hepatitis - [true]
2. acute liver failure - [true]
3. cirrhosis - [false]
4. viral infection - [also_possible]
5. cholecystitis - [false]
6. pancreatitis - [false]","1. acute liver failure - [true]
2. hepatitis a - [also_possible]
3. hepatitis b - [also_possible]
4. hepatitis c - [also_possible]
5. leptospirosis - [also_possible]
6. autoimmune hepatitis - [also_possible]
7. pancreatitis - [also_possible]

**important note:** this is a preliminary assessment based solely on the provided symptoms.  a definitive diagnosis requires a thorough medical examination, blood tests (including liver function tests, viral hepatitis panels), imaging studies (like ultrasound or ct scan of the abdomen), and potentially a liver biopsy.  the patient needs immediate medical attention.  the presence of acute liver failure and coma necessitates urgent hospitalization.
",0,0,0,0,0,0
660,"I have continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain.",common cold,"1. influenza - [true]
2. covid-19 - [true]
3. allergic rhinitis - [false]
4. sinusitis - [also_possible]
5. mononucleosis - [more_info]","1. influenza - [also_possible]
2. covid-19 - [true]
3. acute bacterial sinusitis - [true]
4. common cold - [false]


**reasoning:**

the symptoms presented strongly suggest a viral respiratory infection.  the combination of fever, cough, fatigue, muscle pain, headache, and loss of smell points towards both influenza and covid-19.  the presence of significant sinus symptoms (sinus pressure, congestion,  runny nose) makes acute bacterial sinusitis a strong possibility, particularly given the duration and severity of symptoms.  the common cold is less likely due to the severity of the symptoms (high fever, chest pain, loss of smell).  while a common cold can cause some of these symptoms, the intensity and combination point away from it.  further testing would be needed to differentiate between covid-19, influenza and acute bacterial sinusitis.
",0,0,0,0,0,1
661,"I have muscle weakness, stiff neck, swelling joints, movement stiffness, painful walking.",arthritis,"1. rheumatoid arthritis - [true]
2. polymyalgia rheumatica - [true]
3. meningitis - [false]
4. fibromyalgia - [also_possible]","1. polymyositis - [more_info]
2. rheumatoid arthritis - [more_info]
3. fibromyalgia - [more_info]
4. spinal stenosis - [more_info]

",1,1,1,0,1,1
662,"I have headache, chest pain, dizziness, loss of balance, lack of concentration.",hypertension ,"1. stroke - [true]
2. migraine - [true]
3. anxiety disorder - [also_possible]
4. heart attack - [false]
5. multiple sclerosis - [more_info]","1. migraine - [also_possible]
2. cardiovascular disease - [more_info]
3. stroke - [more_info]
4. anxiety disorder - [more_info]
",0,0,0,0,0,0
663,"I have back pain, weakness in limbs, neck pain, dizziness, loss of balance.",cervical spondylosis,"1. multiple sclerosis - [true]
2. amyotrophic lateral sclerosis (als) - [also_possible]
3. herniated disc - [false]
4. cervical spondylosis - [false]
5. stroke - [more_info]","1. multiple sclerosis - [more_info]
2. spinal cord compression - [more_info]
3. cervical spondylosis - [more_info]
4. vitamin b12 deficiency - [more_info]
",0,0,1,0,0,1
664,"I have itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain.",jaundice,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. cholecystitis - [false]
4. pancreatitis - [false]
5. gastroenteritis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. cholangitis - [more_info]
5. pancreatitis - [more_info]
6. leptospirosis - [more_info]


**note:**  the symptoms described are consistent with several liver and pancreatic conditions, as well as infectious diseases.  more information, including blood tests (liver function tests, bilirubin levels, etc.) and imaging (ultrasound, ct scan) are needed to make a definitive diagnosis.  the [more_info] designation reflects the need for further diagnostic testing before any of these can be confirmed or ruled out.
",0,0,0,0,0,0
665,"I have chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain.",typhoid,"1. typhoid fever - [true]
2. gastroenteritis - [true]
3. salmonella infection - [also_possible]
4. viral hemorrhagic fever - [more_info]","1. typhoid fever - [true]
2. influenza - [also_possible]
3. gastroenteritis - [true]
4. appendicitis - [more_info]
",1,1,1,1,1,1
666,"I have joint pain, neck pain, knee pain, hip joint pain, swelling joints, painful walking.",osteoarthristis,"1. rheumatoid arthritis - [true]
2. osteoarthritis - [also_possible]
3. gout - [false]
4. psoriatic arthritis - [false]
5. fibromyalgia - [false]","1. osteoarthritis - [true]
2. rheumatoid arthritis - [also_possible]
3. gout - [more_info]
",0,0,0,0,0,0
667,"I have vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload.1.",alcoholic hepatitis,"1. hepatitis - [true]  
2. cirrhosis - [true]  
3. pancreatitis - [also_possible]  
4. ascites - [true]  
5. cholecystitis - [false]  ","1. alcoholic hepatitis - [true]
2. cirrhosis - [also_possible]
3. pancreatitis - [more_info]
",0,0,0,1,1,1
668,"I have fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, family history.",hepatitis c,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. gallbladder disease - [false]
4. pancreatitis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. gilbert's syndrome - [more_info]
5. pancreatitis - [more_info]
",0,0,0,0,0,1
669,"I have muscle weakness, stiff neck, swelling joints, movement stiffness, painful walking.",arthritis,"1. rheumatoid arthritis - [true]
2. polymyalgia rheumatica - [true]
3. fibromyalgia - [also_possible]
4. meningitis - [false]
5. multiple sclerosis - [false]","1. rheumatoid arthritis - [true]
2. polymyalgia rheumatica - [also_possible]
3. fibromyalgia - [more_info]
",1,1,1,1,1,1
670,"I have skin rash, high fever, blister, red sore around nose, yellow crust ooze.",impetigo,"1. impetigo - [true]
2. herpes simplex virus (cold sores) - [also_possible]
3. chickenpox - [false]
4. eczema - [false]
5. shingles - [false]","1. impetigo - [true]
2. staphylococcal scalded skin syndrome (ssss) - [also_possible]
3. cellulitis - [more_info]
",1,1,1,1,1,1
671,"I have chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain.",typhoid,"1. typhoid fever - [true]
2. gastroenteritis - [also_possible]
3. viral hemorrhagic fever - [more_info]","1. typhoid fever - [true]
2. gastroenteritis - [also_possible]
3. influenza - [more_info]
",1,1,1,1,1,1
672,"I have joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding.",hepatitis e,"1. hepatitis - [true]
2. acute liver failure - [true]
3. cirrhosis - [false]
4. viral infection - [also_possible]
5. cholecystitis - [false]
6. pancreatitis - [false]","1. acute hepatitis a - [more_info]
2. acute hepatitis b - [more_info]
3. acute hepatitis c - [more_info]
4. acute liver failure - [true]
5. leptospirosis - [more_info]
6. autoimmune hepatitis - [more_info]

**note:**  the symptoms strongly suggest acute liver failure.  the presence of jaundice (yellowish skin and eyes), dark urine, and the other gastrointestinal symptoms are highly indicative. however, the *cause* of the acute liver failure requires further investigation to determine which of the hepatitis viruses (or other potential causes) is responsible.  more information, such as blood tests (liver function tests, viral hepatitis panels), imaging (ultrasound), and potentially a liver biopsy, would be needed to narrow down the diagnosis beyond ""acute liver failure.""
",0,0,0,0,0,0
673,"I have chills, fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum.",pneumonia,"1. pneumonia - [true]
2. tuberculosis - [also_possible]
3. covid-19 - [also_possible]
4. influenza - [false]
5. bronchitis - [false]","1. pneumonia - [true]
2. influenza - [also_possible]
3. tuberculosis - [more_info]
4. covid-19 - [more_info]

",1,1,1,1,1,1
674,"I have skin rash, pus filled pimples, blackheads, scurring.",acne,"1. acne vulgaris - [true]
2. folliculitis - [true]
3. impetigo - [also_possible]
4. eczema - [false]
5. psoriasis - [false]","1. acne vulgaris - [true]
2. folliculitis - [also_possible]
3. scabies - [more_info]
",1,1,1,1,1,1
675,"I have back pain, weakness in limbs, neck pain, dizziness, loss of balance.",cervical spondylosis,"1. multiple sclerosis - [true]
2. spinal cord injury - [also_possible]
3. cervical spondylosis - [false]
4. stroke - [false]
5. peripheral neuropathy - [false]","1. multiple sclerosis - [more_info]
2. spinal cord compression - [more_info]
3. cervical spondylosis - [more_info]
4. vitamin b12 deficiency - [more_info]
",0,0,1,0,0,1
676,"I have itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain.",jaundice,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. cholecystitis - [false]
4. pancreatitis - [false]
5. gastroenteritis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. pancreatitis - [more_info]
5. cholangitis - [more_info]
",0,0,0,0,0,0
677,"I have vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload.1.",alcoholic hepatitis,"1. hepatitis - [true]  
2. cirrhosis - [true]  
3. pancreatitis - [also_possible]  
4. ascites - [true]  
5. cholecystitis - [false]  ","1. alcoholic hepatitis - [true]
2. cirrhosis - [also_possible]
3. pancreatitis - [more_info]
",0,0,0,1,1,1
678,"I have continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain.",common cold,"1. influenza - [true]
2. covid-19 - [true]
3. allergic rhinitis - [false]
4. sinusitis - [also_possible]
5. mononucleosis - [more_info]","1. influenza - [also_possible]
2. covid-19 - [true]
3. acute bacterial rhinosinusitis - [true]
4. common cold - [false]

**reasoning:**

the symptoms presented strongly suggest a viral upper respiratory infection.  the combination of high fever, loss of smell, and chest pain makes influenza and covid-19 the most likely possibilities.  acute bacterial rhinosinusitis is possible due to the sinus pressure, congestion, and phlegm, but often follows a viral infection. the common cold is less likely given the severity and range of symptoms including high fever and loss of smell.  the presence of both covid-19 and acute bacterial rhinosinusitis would require further testing to differentiate and confirm which is the primary diagnosis.  therefore, covid-19 is marked as [true] and acute bacterial rhinosinusitis as [also_possible] reflecting the need for further testing.  the information provided makes a common cold diagnosis unlikely.
",0,0,0,0,0,1
679,"I have vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations.",hypoglycemia,"1. diabetes mellitus - [true]
2. hyperglycemia - [true]
3. stroke - [also_possible]
4. anxiety disorder - [false]
5. migraine - [false]","1. hypoglycemia - [true]
2. anxiety disorder with panic attacks - [also_possible]
3. stroke - [more_info]
",0,0,0,1,1,1
680,"I have skin rash, pus filled pimples, blackheads, scurring.",acne,"1. acne vulgaris - [true]
2. folliculitis - [true]
3. eczema - [false]
4. psoriasis - [false]
5. impetigo - [more_info]","1. acne vulgaris - [true]
2. folliculitis - [also_possible]
3. scabies - [more_info]
",1,1,1,1,1,1
